,,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,ts_code,ann_date,name,gender,birth_year,edu,nationality,begin_date,end_date,resume
323,88,159615.SZ,生物科技ETF港股,南方基金,中国农业银行,股票型,20220617,,20220628,20220606,,11.0905,0.5,0.15,,1.0,0.1,,恒生香港上市生物科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220628,20220628,E,159615.SZ,20220618,朱恒红,M,,硕士,中国,20220617,,北京大学经济学硕士，具有基金从业资格。2016年7月加入南方基金，历任数量化投资部助理研究员、指数投资部研究员；2019年7月12日至2020年12月25日，任投资经理；2020年12月任南方策略优化混合型证券投资基金基金经理。2021年4月起任南方中证创新药产业交易型开放式指数证券投资基金基金经理。2021年7月起任南方中证香港科技交易型开放式指数证券投资基金(QDII)基金经理。2021年11月起任南方中证全指医疗保健设备与服务交易型开放式指数证券投资基金经理。2022年6月起任南方恒生香港上市生物科技交易型开放式指数证券投资基金(QDII)基金经理。2022年7月起任南方中证上海环交所碳中和交易型开放式指数证券投资基金基金经理。
324,63,159616.SZ,农牧ETF,建信基金,中金公司,股票型,20220721,,20220808,20220606,,2.6856,0.5,0.1,,1.0,0.1,,中证农牧主题指数收益率,L,被动指数型,契约型开放式,,20220808,20220808,E,159616.SZ,20220722,龚佳佳,M,,硕士,中国,20220721,,2012年7月至2014年10月在诺安基金管理有限公司数量投资部担任研究员、基金经理助理；2014年10月至2015年3月在工银瑞信基金管理有限公司指数投资部担任量化研究员；2015年3月至2018年5月在华夏基金管理有限公司数量投资部担任研究员、投资经理；2018年5月至今在建信基金管理公司金融工程及指数投资部担任基金经理助理。2019年2月起任建信港股通恒生中国企业交易型开放式指数证券投资基金基金经理。2019年3月至2022年5月任建信创业板交易型开放式指数证券投资基金基金经理、建信创业板交易型开放式指数证券投资基金发起式联接基金基金经理。2019年8月起任建信沪深300红利交易型开放式指数证券投资基金基金经理。2020年3月起任建信中证沪港深粤港澳大湾区发展主题交易型开放式指数证券投资基金基金经理。2020年4月至2021年4月任建信中证800交易型开放式指数证券投资基金基金经理。2020年6月起担任建信中证全指证券公司交易型开放式指数证券投资基金基金经理。2021年2月起任建信中证细分有色金属产业主题交易型开放式指数证券投资基金基金经理。2021年3月起任建信中证创新药产业交易型开放式指数证券投资基金基金经理。2021年5月起任建信中证全指医疗保健设备与服务交易型开放式指数证券投资基金基金经理。2021年6月至2022年5月任建信中证物联网主题交易型开放式指数证券投资基金基金经理。2021年7月起任建信中证智能电动汽车交易型开放式指数证券投资基金基金经理。2021年7月至2021年12月任建信中证1000交易型开放式指数证券投资基金基金经理。2021年8月起任建信中证新材料主题交易型开放式指数证券投资基金基金经理。2021年9月起任建信沪深300红利交易型开放式指数证券投资基金发起式联接基金基金经理。2021年9月起任建信中证全指证券公司交易型开放式指数证券投资基金发起式联接基金基金经理。2021年11月起任建信中证饮料主题交易型开放式指数证券投资基金基金经理。2022年1月起任建信国证新能源车电池交易型开放式指数证券投资基金基金经理。2022年7月起任建信中证农牧主题交易型开放式指数证券投资基金基金经理。
325,93,159617.SZ,500价值ETF,华夏基金,中国农业银行,股票型,20220609,,20220630,20220523,,10.8142,0.5,0.1,,1.0,0.1,,中证智选500价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20220630,20220630,E,159617.SZ,20220610,荣膺,F,,硕士,中国,20220609,,北京大学光华管理学院会计学硕士。2010年7月加入华夏基金管理有限公司，曾任研究发展部高级产品经理，数量投资部研究员、投资经理、基金经理助理等。2015年11月至2020年3月任上证主要消费交易型开放式指数发起式证券投资基金基金经理。2016年10月至2021年10月任MSCI中国A股交易型开放式指数证券投资基金(2018年9月17日更名为华夏MSCI中国A股国际通交易型开放式指数证券投资基金)基金经理。2016年10月起任华夏中证500交易型开放式指数证券投资基金、华夏中证500交易型开放式指数证券投资基金联接基金基金经理。2016年10月至2021年10月任华夏MSCI中国A股国际通交易型开放式指数证券投资基金联接基金基金经理。2016年10月至2022年8月任华夏沪港通上证50AH优选指数证券投资基金(LOF)基金经理。2018年3月起至2020年3月任华夏智胜价值成长股票型发起式证券投资基金(原华夏新锦源灵活配置混合型证券投资基金)基金经理。2018年10月起任华夏中证央企结构调整交易型开放式指数证券投资基金基金经理。2018年11月至2021年10月任华夏中证央企结构调整交易型开放式指数证券投资基金联接基金基金经理。2019年6月至2021年10月任华夏创业板低波蓝筹交易型开放式指数证券投资基金发起式联接基金基金经理。2019年6月起担任华夏创业板低波蓝筹交易型开放式指数证券投资基金基金经理。2019年6月起任华夏创业板动量成长交易型开放式指数证券投资基金基金经理。2019年6月至2022年8月任华夏创业板动量成长交易型开放式指数证券投资基金发起式联接基金基金经理。2019年9月起任华夏饲料豆粕期货交易型开放式证券投资基金基金经理。2020年1月至2022年8月任华夏饲料豆粕期货交易型开放式证券投资基金发起式联接基金基金经理。2020年2月至2022年8月任华夏粤港澳大湾区创新100交易型开放式指数证券投资基金基金经理。2020年4月至2022年8月任华夏粤港澳大湾区创新100交易型开放式指数证券投资基金发起式联接基金基金经理。2020年4月起担任华夏黄金交易型开放式证券投资基金基金经理。2020年7月起担任华夏黄金交易型开放式证券投资基金发起式联接基金基金经理。2020年9月起担任华夏上证科创板50成份交易型开放式指数证券投资基金基金经理。2020年12月起任华夏中证AH经济蓝筹股票指数发起式证券投资基金基金经理。2021年3月起任华夏上证科创板50成份交易型开放式指数证券投资基金发起式联接基金基金经理。2021年11月起任华夏MSCI中国A50互联互通交易型开放式指数证券投资基金基金经理。2021年12月起任华夏MSCI中国A50互联互通交易型开放式指数证券投资基金发起式联接基金基金经理。2022年6月起任华夏中证智选500价值稳健策略交易型开放式指数证券投资基金基金经理。2022年7月起任华夏中证智选500成长创新策略交易型开放式指数证券投资基金基金经理。
326,108,159618.SZ,光伏ETF华安,华安基金,中国建设银行,股票型,20220408,,20220422,20220207,,4.0013,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20220422,20220422,E,159618.SZ,20220409,刘璇子,F,,硕士,中国,20220408,,2014年7月应届毕业加入华安基金，曾任企业发展部业务发展经理、指数与量化投资部研究员、基金经理助理，现任指数与量化投资部基金经理。2020年11月起任华安上证龙头企业交易型开放式指数证券投资基金联接基金基金经理。2020年11月起任上证龙头企业交易型开放式指数证券投资基金基金经理。2021年1月起任华安创业板50指数型证券投资基金基金经理。2021年7月起任华安中证内地新能源主题交易型开放式指数证券投资基金基金经理。2021年8月起任华安CES半导体芯片行业指数型发起式证券投资基金基金经理。2021年9月起任华安中证光伏产业指数型发起式证券投资基金(2022年7月转型为华安中证光伏产业交易型开放式指数证券投资基金发起式联接基金)基金经理。2021年12月起任华安深证100交易型开放式指数证券投资基金、华安中证内地新能源主题交易型开放式指数证券投资基金发起式联接基金基金经理。2022年4月起任华安中证光伏产业交易型开放式指数证券投资基金基金经理。2022年7月起任华安中证申万食品饮料交易型开放式指数证券投资基金基金经理。
327,132,159619.SZ,基建ETF,国泰基金,中信建投证券,股票型,20220209,,20220218,20220125,,3.5898,0.5,0.1,,1.0,0.1,,中证基建指数收益率,L,被动指数型,契约型开放式,,20220218,20220218,E,159619.SZ,20220210,苗梦羽,F,,硕士,中国,20220209,,硕士研究生。2015年8月加入国泰基金管理有限公司，历任助理研究员、研究员、基金经理助理，现拟任基金经理。2021年9月起任国泰中证全指软件交易型开放式指数证券投资基金发起式联接基金基金经理。2021年9月起任国泰中证全指软件交易型开放式指数证券投资基金基金经理。2022年2月起任国泰中证基建交易型开放式指数证券投资基金基金经理。2022年6月起任国泰中证港股通科技交易型开放式指数证券投资基金发起式联接基金基金经理。2022年8月起任国泰国证疫苗与生物科技交易型开放式指数证券投资基金基金经理。2022年8月起任国泰MSCI中国A股ESG通用交易型开放式指数证券投资基金基金经理。
328,68,159620.SZ,500成长ETF,华夏基金,中国建设银行,股票型,20220719,,20220805,20220623,,2.5414,0.5,0.1,,1.0,0.1,,中证智选500成长创新策略指数收益率,L,被动指数型,契约型开放式,,20220805,20220805,E,159620.SZ,20220720,荣膺,F,,硕士,中国,20220719,,北京大学光华管理学院会计学硕士。2010年7月加入华夏基金管理有限公司，曾任研究发展部高级产品经理，数量投资部研究员、投资经理、基金经理助理等。2015年11月至2020年3月任上证主要消费交易型开放式指数发起式证券投资基金基金经理。2016年10月至2021年10月任MSCI中国A股交易型开放式指数证券投资基金(2018年9月17日更名为华夏MSCI中国A股国际通交易型开放式指数证券投资基金)基金经理。2016年10月起任华夏中证500交易型开放式指数证券投资基金、华夏中证500交易型开放式指数证券投资基金联接基金基金经理。2016年10月至2021年10月任华夏MSCI中国A股国际通交易型开放式指数证券投资基金联接基金基金经理。2016年10月至2022年8月任华夏沪港通上证50AH优选指数证券投资基金(LOF)基金经理。2018年3月起至2020年3月任华夏智胜价值成长股票型发起式证券投资基金(原华夏新锦源灵活配置混合型证券投资基金)基金经理。2018年10月起任华夏中证央企结构调整交易型开放式指数证券投资基金基金经理。2018年11月至2021年10月任华夏中证央企结构调整交易型开放式指数证券投资基金联接基金基金经理。2019年6月至2021年10月任华夏创业板低波蓝筹交易型开放式指数证券投资基金发起式联接基金基金经理。2019年6月起担任华夏创业板低波蓝筹交易型开放式指数证券投资基金基金经理。2019年6月起任华夏创业板动量成长交易型开放式指数证券投资基金基金经理。2019年6月至2022年8月任华夏创业板动量成长交易型开放式指数证券投资基金发起式联接基金基金经理。2019年9月起任华夏饲料豆粕期货交易型开放式证券投资基金基金经理。2020年1月至2022年8月任华夏饲料豆粕期货交易型开放式证券投资基金发起式联接基金基金经理。2020年2月至2022年8月任华夏粤港澳大湾区创新100交易型开放式指数证券投资基金基金经理。2020年4月至2022年8月任华夏粤港澳大湾区创新100交易型开放式指数证券投资基金发起式联接基金基金经理。2020年4月起担任华夏黄金交易型开放式证券投资基金基金经理。2020年7月起担任华夏黄金交易型开放式证券投资基金发起式联接基金基金经理。2020年9月起担任华夏上证科创板50成份交易型开放式指数证券投资基金基金经理。2020年12月起任华夏中证AH经济蓝筹股票指数发起式证券投资基金基金经理。2021年3月起任华夏上证科创板50成份交易型开放式指数证券投资基金发起式联接基金基金经理。2021年11月起任华夏MSCI中国A50互联互通交易型开放式指数证券投资基金基金经理。2021年12月起任华夏MSCI中国A50互联互通交易型开放式指数证券投资基金发起式联接基金基金经理。2022年6月起任华夏中证智选500价值稳健策略交易型开放式指数证券投资基金基金经理。2022年7月起任华夏中证智选500成长创新策略交易型开放式指数证券投资基金基金经理。
329,105,159625.SZ,绿色电力ETF,嘉实基金,华泰证券,股票型,20220421,,20220429,20220406,,10.5411,0.5,0.1,,1.0,0.1,,国证绿色电力指数收益率,L,被动指数型,契约型开放式,,20220429,20220429,E,159625.SZ,20220422,王紫菡,F,,硕士,中国,20220421,,2016年6月加入嘉实基金管理有限公司，历任指数投资部投资经理助理、投资经理。2021年9月起任嘉实沪深300红利低波动交易型开放式指数证券投资基金、嘉实沪深300红利低波动交易型开放式指数证券投资基金联接基金、嘉实沪深300红利低波动交易型开放式指数证券投资基金、嘉实中证医药健康100策略交易型开放式指数证券投资基金、嘉实恒生科技交易型开放式指数证券投资基金(QDII)、嘉实中证先进制造100策略交易型开放式指数证券投资基金、嘉实中证500成长估值交易型开放式指数证券投资基金、嘉实中证新兴科技100策略交易型开放式指数证券投资基金联接基金基金经理。2021年9月起任嘉实恒生港股通新经济指数证券投资基金(LOF)、嘉实中证主要消费交易型开放式指数证券投资基金发起式联接基金、嘉实中证主要消费交易型开放式指数证券投资基金基金经理。2022年1月起任嘉实中证医疗指数型发起式证券投资基金、嘉实中证医药卫生交易型开放式指数证券投资基金基金经理。2022年4月起任嘉实中证医药健康100策略交易型开放式指数证券投资基金联接基金基金经理。2022年4月起任嘉实国证绿色电力交易型开放式指数证券投资基金基金经理。
330,85,159628.SZ,国证2000ETF,万家基金,中国工商银行,股票型,20220629,,20220718,20220614,,8.4528,0.5,0.1,,1.0,0.1,,国证2000指数收益率,L,被动指数型,契约型开放式,,20220718,20220718,E,159628.SZ,20220630,杨坤,M,,硕士,中国,20220629,,2013年11月至2014年12月在Fractabole担任量化IT工程师；于2015年6月加入万家基金管理有限公司，担任研究员。2019年10月起任万家180指数证券投资基金、万家中证红利指数证券投资基金(LOF)、万家上证50交易型开放式指数证券投资基金基金经理。2022年6月起任万家国证2000交易型开放式指数证券投资基金基金经理。
331,60,159629.SZ,1000ETF,富国基金,中国银行,股票型,20220727,,20220803,20220722,,79.4957,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220803,20220803,E,159629.SZ,20220728,金泽宇,M,,博士,中国,20220727,,金泽宇，博士，自2018年7月加入富国基金管理有限公司，历任助理定量研究员、初级定量研究员；现任富国基金量化投资部定量研究员，拟任基金经理。具有基金从业资格。2022年7月起任富国中证1000交易型开放式指数证券投资基金基金经理。
332,48,159631.SZ,中证100ETF招商,招商基金,中信证券,股票型,20220818,,20220826,20220801,,10.2533,0.5,0.1,,1.0,0.1,,中证100指数收益率,L,被动指数型,契约型开放式,,20220826,20220826,E,159631.SZ,20220819,刘重杰,M,,本科,中国,20220818,,曾任职于成都商报社、西南财经大学金融数据中心、南京大学金陵学院；2010年7月加入华西期货有限责任公司，历任金融工程部高级研究员、部门负责人；2014年3月加入西南证券股份有限公司，历任衍生品业务岗、平仓处置岗、策略研究岗、投资者教育及培训岗；2017年9月加入招商基金管理有限公司。2018年5月至2020年1月任招商深证电子信息传媒产业(TMT)50交易型开放式指数证券投资基金联接基金、深证电子信息传媒产业(TMT)50交易型开放式指数证券投资基金基金经理。2019年11月起担任招商深证100交易型开放式指数证券投资基金、招商中证红利交易型开放式指数证券投资基金基金经理。2020年6月起担任招商深证100交易型开放式指数证券投资基金联接基金基金经理。2020年8月起担任招商中证浙江100交易型开放式指数证券投资基金基金经理。2021年1月起担任招商国证食品饮料行业交易型开放式指数证券投资基金基金经理。2021年2月至2022年3月任招商中证生物科技主题交易型开放式指数证券投资基金基金经理。2021年3月起任招商中证畜牧养殖交易型开放式指数证券投资基金基金经理。2021年3月至2022年8月任招商中证云计算与大数据主题交易型开放式指数证券投资基金基金经理。2021年7月起担任招商沪深300ESG基准交易型开放式指数证券投资基金基金经理。2021年8月起任招商中证新能源汽车指数型证券投资基金基金经理。2021年12月起任招商中证物联网主题交易型开放式指数证券投资基金基金经理。2022年1月起任招商中证香港科技交易型开放式指数证券投资基金(QDII)基金经理。2022年2月起任招商中证红利交易型开放式指数证券投资基金联接基金基金经理。2022年3月起任招商中证银行AH价格优选交易型开放式指数证券投资基金基金经理。2022年4月起任招商中证畜牧养殖交易型开放式指数证券投资基金联接基金基金经理。2022年8月起任招商中证100交易型开放式指数证券投资基金基金经理。
333,64,159632.SZ,纳斯达克ETF,华安基金,中国建设银行,股票型,20220721,,20220803,20220613,,2.6972,0.6,0.2,,1.0,0.1,,纳斯达克100指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20220803,20220803,E,159632.SZ,20220722,倪斌,M,,硕士,中国,20220721,,曾任毕马威华振会计师事务所审计员。2010年7月加入华安基金，历任基金运营部基金会计、指数与量化投资部数量分析师，现任指数与量化投资部基金经理助理。2018年9月起任华安CES港股通精选100交易型开放式指数证券投资基金联接基金、华安国际龙头(DAX)交易型开放式指数证券投资基金、华安CES港股通精选100交易型开放式指数证券投资基金、华安国际龙头(DAX)交易型开放式指数证券投资基金联接基金、华安标普全球石油指数证券投资基金(LOF)、华安纳斯达克100指数证券投资基金基金经理。2019年6月起任华安三菱日联日经225交易型开放式指数证券投资基金(QDII)基金经理。2020年5月起任华安法国CAC40交易型开放式指数证券投资基金(QDII)基金经理。2021年1月至2022年7月任华安中证全指证券公司指数型证券投资基金基金经理。2021年2月起担任华安中证新能源汽车交易型开放式指数证券投资基金基金经理。2021年3月至2022年7月担任华安中证全指证券公司交易型开放式指数证券投资基金基金经理。2021年4月起任华安中证申万食品饮料交易型开放式指数证券投资基金基金经理。2021年5月起任华安恒生科技交易型开放式指数证券投资基金(QDII)基金经理。2021年6月起任华安中证沪港深科技100交易型开放式指数证券投资基金基金经理。2021年10月起任华安中证新能源汽车交易型开放式指数证券投资基金发起式联接基金基金经理。2022年4月起任华安恒生科技交易型开放式指数证券投资基金发起式联接基金(QDII)基金经理。2022年7月起任华安纳斯达克100交易型开放式指数证券投资基金(QDII)基金经理。
334,58,159633.SZ,中证1000指数ETF,易方达基金,国泰君安,股票型,20220728,,20220804,20220722,,79.2439,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E,159633.SZ,20220729,刘树荣,M,,硕士,中国,20220728,,2007年4月至2008年4月任招商银行资产托管部基金会计，2008年4月加入易方达基金管理有限公司，曾任核算部基金核算专员、指数与量化投资部运作支持专员、易方达深证100交易型开放式指数基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达深证100交易型开放式指数证券投资基金联接基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达创业板交易型开放式指数证券投资基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达创业板交易型开放式指数证券投资基金联接基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达中小板指数分级证券投资基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达银行指数分级证券投资基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达生物科技指数分级证券投资基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达并购重组指数分级证券投资基金基金经理助理(自2016年9月1日至2017年7月17日)、易方达深证成指交易型开放式指数证券投资基金基金经理助理(自2017年5月11日至2017年7月17日)、易方达深证成指交易型开放式指数证券投资基金联接基金基金经理助理(自2017年5月11日至2017年7月17日)。2017年7月至2019年6月担任易方达深证成指交易型开放式指数证券投资基金联接基金基金经理。2017年7月担任易方达深证100交易型开放式指数证券投资基金联接基金、易方达创业板交易型开放式指数证券投资基金联接基金、易方达并购重组指数分级证券投资基金(2021年1月起转型为易方达中证万得并购重组指数证券投资基金(LOF))、易方达深证100交易型开放式指数基金、易方达创业板交易型开放式指数证券投资基金、易方达银行指数分级证券投资基金(2020年8月转型为易方达中证银行指数证券投资基金(LOF))基金经理。2017年7月至2020年12月任易方达生物科技指数分级证券投资基金(2020年12月转型为易方达中证万得生物科技指数证券投资基金(LOF))基金经理。2017年7月至2019年6月担任易方达深证成指交易型开放式指数证券投资基金基金经理。2018年8月起任易方达上证中盘交易型开放式指数证券投资基金联接基金、易方达香港恒生综合小型股指数证券投资基金(LOF)、易方达上证中盘交易型开放式指数证券投资基金基金经理。2018年8月至2021年4月任易方达标普500指数证券投资基金(LOF)基金经理。2018年8月至2020年4月担任易方达标普医疗保健指数证券投资基金(LOF)、易方达标普生物科技指数证券投资基金(LOF)、易方达标普信息科技指数证券投资基金(LOF)基金经理。2017年7月起任易方达中小板指数分级证券投资基金(2019年9月转型为易方达中小板指数证券投资基金(LOF))基金经理。2019年10月起任易方达中证800交易型开放式指数证券投资基金、易方达中证800交易型开放式指数证券投资基金发起式联接基金基金经理。2020年3月起担任易方达中证国企一带一路交易型开放式指数证券投资基金、易方达中证国企一带一路交易型开放式指数证券投资基金联接基金基金经理。2020年4月至2021年9月任易方达中证浙江新动能交易型开放式指数证券投资基金联接基金基金经理。2020年4月至2021年9月任易方达中证浙江新动能交易型开放式指数证券投资基金基金经理。2021年5月起任易方达中证银行交易型开放式指数证券投资基金基金经理。2021年11月起任易方达中证长江保护主题交易型开放式指数证券投资基金基金经理。2022年7月起任易方达中证1000交易型开放式指数证券投资基金基金经理。
335,86,159635.SZ,基建50ETF,华夏基金,中国工商银行,股票型,20220628,,20220712,20220606,,10.7085,0.5,0.1,,1.0,0.1,,中证基建指数收益率,L,被动指数型,契约型开放式,,20220712,20220712,E,159635.SZ,20220629,严筱娴,F,,硕士,中国,20220628,,经济学硕士研究生。2015年7月1日加入华夏基金管理有限公司，曾任数量投资部研究员、基金经理助理等。2021年5月起任华夏中证装备产业交易型开放式指数证券投资基金基金经理。2021年7月起任华夏创业板交易型开放式指数证券投资基金发起式联接基金、华夏创业板交易型开放式指数证券投资基金基金经理。2021年07月起任华夏中证内地低碳经济主题交易型开放式指数证券投资基金基金经理。2021年10月起任华夏中证内地低碳经济主题交易型开放式指数证券投资基金发起式联接基金基金经理。2021年10月起任华夏中证央企结构调整交易型开放式指数证券投资基金联接基金基金经理。2021年11月起任华夏恒生中国内地企业高股息率交易型开放式指数证券投资基金基金经理。2021年12月起任华夏中证旅游主题交易型开放式指数证券投资基金基金经理。2022年1月起任华夏中证港股通消费主题交易型开放式指数证券投资基金基金经理。2022年1月起任华夏中证新材料主题交易型开放式指数证券投资基金发起式联接基金基金经理。2022年1月起任华夏中证1000交易型开放式指数证券投资基金发起式联接基金基金经理。2022年3月起任华夏中证智选1000成长创新策略交易型开放式指数证券投资基金基金经理。2022年6月起任华夏中证基建交易型开放式指数证券投资基金基金经理。2022年7月起任华夏中证智选1000价值稳健策略交易型开放式指数证券投资基金基金经理。
336,82,159636.SZ,港股通科技30ETF,工银瑞信基金,中信建投证券,股票型,20220630,,20220720,20220617,,9.9725,0.45,0.07,,1.0,0.1,,国证港股通科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20220720,20220720,E,159636.SZ,20220701,刘伟琳,F,,博士,中国,20220630,,中国人民大学金融工程博士。2010年加入工银瑞信，历任风险管理部金融工程分析师、指数投资部投资经理助理、投资经理，任指数投资部基金经理。2014年10月17日起任工银瑞信沪深300指数证券投资基金、工银瑞信睿智中证500指数分级证券投资基金(2020年2月转型为工银瑞信中证500交易型开放式指数证券投资基金联接基金)基金经理。2014年10月17日至2018年4月担任工银瑞信睿智深证100指数分级证券投资基金基金经理。2015年5月起任工银瑞信中证传媒指数分级基金(2020年11月起转型为工银瑞信中证传媒指数证券投资基金(LOF))基金经理。2015年7月至2020年11月任工银瑞信中证高铁产业指数分级证券投资基金基金经理。2017年9月至2018年5月任工银瑞信深证成份指数证券投资基金(LOF)基金经理。2018年4月起任工银瑞信中证京津冀协同发展主题指数证券投资基金(LOF)基金经理。2018年6月起任工银瑞信印度市场证券投资基金(LOF)基金经理。2019年5月起任工银瑞信沪深300交易型开放式指数证券投资基金基金经理。2019年8月起任工银瑞信沪深300交易型开放式指数证券投资基金联接基金基金经理。2019年10月至2022年3月任工银瑞信中证500交易型开放式指数证券投资基金基金经理。2019年11月至2022年3月任工银瑞信粤港澳大湾区创新100交易型开放式指数证券投资基金基金经理。2019年12月至2022年3月任工银瑞信粤港澳大湾区创新100交易型开放式指数证券投资基金联接基金基金经理。2020年6月至2022年3月任工银瑞信中证800交易型开放式指数证券投资基金基金经理。2021年1月起任工银瑞信中证科技龙头交易型开放式指数证券投资基金基金经理。2021年1月起任工银瑞信中证沪港深互联网交易型开放式指数证券投资基金基金经理。2021年6月起任工银瑞信中证线上消费主题交易型开放式指数证券投资基金基金经理。2021年7月起任工银瑞信中证科技龙头交易型开放式指数证券投资基金发起式联接基金基金经理。2021年8月起任工银瑞信国证新能源车电池交易型开放式指数证券投资基金基金经理。2021年11月起任工银瑞信中证沪港深互联网交易型开放式指数证券投资基金发起式联接基金基金经理。2021年12月起任工银瑞信中证500六个月持有期指数增强型证券投资基金基金经理。2020年2月至2022年3月任工银瑞信中证500交易型开放式指数证券投资基金联接基金基金经理。2022年6月起任工银瑞信国证港股通科技交易型开放式指数证券投资基金基金经理。2022年7月起任工银瑞信国证新能源车电池交易型开放式指数证券投资基金发起式联接基金基金经理。
337,47,159637.SZ,新能源车龙头ETF,西藏东财基金,广发证券,股票型,20220819,,20220901,20220801,,6.9677,0.5,0.05,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20220901,20220901,E,159637.SZ,20220820,吴逸,F,,硕士,中国,20220819,,上海财经大学经济学硕士。自2010年6月始，先后在天治基金管理有限公司、东方财富信息股份有限公司、西藏东方财富证券股份有限公司、西藏东财基金管理有限公司筹备组、西藏东财基金管理有限公司担任产品创新及量化投资部总监助理、筹备组成员、资产管理总部投资主办人、量化投资负责人等职务。2019年12月起任西藏东财上证50指数型发起式证券投资基金基金经理。2020年1月起任西藏东财中证通信技术主题指数型发起式证券投资基金基金经理。2020年3月起任西藏东财创业板指数型发起式证券投资基金基金经理。2020年4月起任西藏东财中证医药卫生指数型发起式证券投资基金基金经理。2020年7月起担任西藏东财量化精选混合型发起式证券投资基金基金经理。2020年9月起任西藏东财消费精选混合型发起式证券投资基金基金经理。2020年10月起任西藏东财信息产业精选混合型发起式证券投资基金基金经理。2020年12月起任西藏东财中证新能源汽车指数型发起式证券投资基金基金经理。2021年6月起任西藏东财中证沪港深互联网指数型发起式证券投资基金基金经理。2021年7月起任西藏东财中证证券保险领先指数型发起式证券投资基金基金经理。2021年11月起任西藏东财中证沪港深创新药产业指数型发起式证券投资基金基金经理。2022年3月起任西藏东财沪深300指数型发起式证券投资基金基金经理。2022年8月起任西藏东财中证新能源汽车交易型开放式指数证券投资基金基金经理。
338,54,159638.SZ,高端装备ETF,嘉实基金,兴业银行,股票型,20220805,,20220812,20220718,,33.0934,0.5,0.1,,1.0,0.1,,中证高端装备细分50指数收益率,L,被动指数型,契约型开放式,,20220812,20220812,E,159638.SZ,20220806,刘珈吟,F,,硕士,中国,20220805,,"2009年加入嘉实基金管理有限公司，任指数投资部指数研究员一职。2016年3月至2021年7月任中创400交易型开放式指数证券投资基金、嘉实中创400交易型开放式指数证券投资基金联接基金基金经理。2016年3月至2022年1月任嘉实中证金融地产交易型开放式指数证券投资基金、嘉实中证金融地产交易型开放式指数证券投资基金联接基金、嘉实中证医药卫生交易型开放式指数证券投资基金基金经理。2016年3月起任深证基本面120交易型开放式指数证券投资基金、嘉实深证基本面120交易型开放式指数证券投资基金联接基金、嘉实中证主要消费交易型开放式指数证券投资基金基金经理。2017年6月至2022年1月任嘉实中关村A股交易型开放式指数证券投资基金基金经理。2019年1月起任嘉实恒生港股通新经济指数证券投资基金(LOF)基金经理。2019年3月起任嘉实富时中国A50交易型开放式指数证券投资基金,嘉实富时中国A50交易型开放式指数证券投资基金联接基金基金经理。2019年9月起任嘉实中证央企创新驱动交易型开放式指数证券投资基金基金经理。2019年11月起任嘉实中证央企创新驱动交易型开放式指数证券投资基金联接基金基金经理。2020年4月起担任嘉实中证主要消费交易型开放式指数证券投资基金发起式联接基金基金经理。2021年7月起任嘉实恒生中国企业交易型开放式指数证券投资基金(QDII)、嘉实恒生中国企业指数证券投资基金(QDII-LOF)基金经理。2021年9月起任嘉实沪深300交易型开放式指数证券投资基金联接基金(LOF)、嘉实沪深300交易型开放式指数证券投资基金基金经理。2021年11月起任嘉实中证海外中国互联网30交易型开放式指数证券投资基金(QDII)基金经理。2022年8月起任嘉实中证高端装备细分50交易型开放式指数证券投资基金基金经理。"
