,ts_code,bond_full_name,bond_short_name,cb_code,stk_code,stk_short_name,maturity,par,issue_price,issue_size,remain_size,value_date,maturity_date,rate_type,coupon_rate,add_rate,pay_per_year,list_date,delist_date,exchange,conv_start_date,conv_end_date,first_conv_price,conv_price,rate_clause
278,128064.SZ,安徽省司尔特肥业股份有限公司公开发行可转换公司债券,司尔转债,,002538.SZ,司尔特,6.0,100.0,,800000000.0,0.0,2019-04-08,2025-04-08,,,8.0,1,2019-05-07,2021-09-02,SZ,2019-10-14,2025-04-07,6.25,5.82,
279,113024.SH,中国核工业建设股份有限公司公开发行可转换公司债券,核建转债,191024,601611.SH,中国核建,6.0,100.0,,2996250000.0,2995377000.0,2019-04-08,2025-04-08,,,3.0,1,2019-04-26,,SH,2019-10-14,2025-04-07,9.93,9.28,
280,113534.SH,江苏鼎胜新能源材料股份有限公司公开发行可转换公司债券,鼎胜转债,191534,603876.SH,鼎胜新材,6.0,100.0,,1254000000.0,393332000.0,2019-04-09,2025-04-09,,,8.0,1,2019-04-30,,SH,2019-10-16,2025-04-08,20.8,14.98,
281,113025.SH,河南明泰铝业股份有限公司公开发行可转换公司债券,明泰转债,191025,601677.SH,明泰铝业,6.0,100.0,,1839110000.0,984219000.98,2019-04-10,2025-04-10,,,7.5,1,2019-05-07,,SH,2019-10-16,2025-04-09,11.49,7.66,
282,113026.SH,中国核能电力股份有限公司公开发行可转换公司债券,核能转债,191026,601985.SH,中国核电,6.0,100.0,,7800000000.0,0.0,2019-04-15,2025-04-15,,,3.0,1,2019-05-08,2022-03-09,SH,2019-10-21,2025-04-14,6.32,5.73,
283,127013.SZ,创维数字股份有限公司公开发行A股可转换公司债券,创维转债,,000810.SZ,创维数字,6.0,100.0,,1040000000.0,0.0,2019-04-15,2025-04-15,,,11.0,1,2019-05-16,2022-07-07,SZ,2019-10-21,2025-04-14,11.56,11.19,
284,128065.SZ,四川雅化实业集团股份有限公司公开发行可转换公司债券,雅化转债,,002497.SZ,雅化集团,6.0,100.0,,800000000.0,0.0,2019-04-16,2025-04-16,,,4.0,1,2019-05-10,2021-03-11,SZ,2019-10-22,2025-04-15,8.98,9.43,
285,110058.SH,江苏永鼎股份有限公司公开发行可转换公司债券,永鼎转债,190058,600105.SH,永鼎股份,6.0,100.0,,980000000.0,261005006.0,2019-04-16,2025-04-16,,,8.0,1,2019-05-08,,SH,2019-10-22,2025-04-15,6.5,5.04,
286,128066.SZ,深圳市亚泰国际建设股份有限公司公开发行可转换公司债券,亚泰转债,,002811.SZ,郑中设计,6.0,100.0,,480000000.0,461048200.0,2019-04-17,2025-04-17,,,9.0,1,2019-05-14,,SZ,2019-10-23,2025-04-16,17.49,8.77,
287,128067.SZ,云南鸿翔一心堂药业(集团)股份有限公司公开发行可转换公司债券,一心转债,,002727.SZ,一心堂,6.0,100.0,,602640000.0,0.0,2019-04-19,2025-04-19,,,6.0,1,2019-05-17,2020-11-11,SZ,2019-10-25,2025-04-18,27.28,26.83,
288,113535.SH,山东大业股份有限公司公开发行可转换公司债券,大业转债,191535,603278.SH,大业股份,5.0,100.0,,500000000.0,499610000.0,2019-05-09,2024-05-09,,,8.0,1,2019-06-03,,SH,2019-11-15,2024-05-08,12.56,12.29,
289,113536.SH,浙江三星新材股份有限公司公开发行可转换公司债券,三星转债,191536,603578.SH,三星新材,6.0,100.0,,191570000.0,0.0,2019-05-31,2025-05-31,,,8.0,1,2019-06-24,2021-12-31,SH,2019-12-06,2025-05-30,19.75,13.76,
290,128068.SZ,深圳和而泰智能控制股份有限公司公开发行可转换公司债券,和而转债,,002402.SZ,和而泰,6.0,100.0,,547000000.0,0.0,2019-06-04,2025-06-04,,,6.0,1,2019-07-01,2020-02-28,SZ,2019-12-11,2025-06-03,9.09,9.1,
291,113537.SH,广东文灿压铸股份有限公司公开发行可转换公司债券,文灿转债,191537,603348.SH,文灿股份,6.0,100.0,,800000000.0,123873039.26,2019-06-10,2025-06-10,,,11.5,1,2019-07-05,,SH,2019-12-16,2025-06-09,19.93,19.13,
292,123026.SZ,安徽中环环保科技股份有限公司公开发行可转换公司债券,中环转债,,300692.SZ,中环环保,5.0,100.0,,290000000.0,0.0,2019-06-10,2024-06-10,,,3.0,1,2019-07-01,2020-12-23,SZ,2019-12-16,2024-06-09,12.31,12.51,
293,123027.SZ,西安蓝晓科技新材料股份有限公司创业板公开发行可转换公司债券,蓝晓转债,,300487.SZ,蓝晓科技,6.0,100.0,,340000000.0,0.0,2019-06-11,2025-06-11,,,10.0,1,2019-07-04,2022-11-01,SZ,2019-12-17,2025-06-10,29.59,19.07,
294,113027.SH,西藏华钰矿业股份有限公司公开发行可转换公司债券,华钰转债,191027,601020.SH,华钰矿业,6.0,100.0,,640000000.0,238635006.53,2019-06-14,2025-06-14,,,8.0,1,2019-07-10,,SH,2019-12-20,2025-06-13,10.17,10.17,
295,113028.SH,上海环境集团股份有限公司公开发行可转换公司债券,环境转债,191028,601200.SH,上海环境,6.0,100.0,,2170000000.0,0.0,2019-06-18,2025-06-18,,,4.0,1,2019-07-08,2020-09-18,SH,2019-12-24,2025-06-17,10.44,10.36,
296,123028.SZ,河南清水源科技股份有限公司创业板公开发行可转换公司债券,清水转债,,300437.SZ,清水源,6.0,100.0,,490000000.0,0.0,2019-06-19,2025-06-19,,,12.0,1,2019-07-15,2021-12-08,SZ,2019-12-25,2025-06-18,11.95,11.84,
297,128069.SZ,重庆华森制药股份有限公司公开发行可转换公司债券,华森转债,,002907.SZ,华森制药,6.0,100.0,,300000000.0,0.0,2019-06-24,2025-06-24,,,12.0,1,2019-07-11,2022-12-26,SZ,2019-12-30,2025-06-23,18.11,17.97,
298,113538.SH,郑州安图生物工程股份有限公司公开发行可转换公司债券,安图转债,191538,603658.SH,安图生物,6.0,100.0,,682980000.0,0.0,2019-06-28,2025-06-28,,,8.0,1,2019-07-22,2020-02-19,SH,2020-01-06,2025-06-27,64.11,64.11,
299,128070.SZ,无锡智能自控工程股份有限公司公开发行A股可转换公司债券,智能转债,,002877.SZ,智能自控,6.0,100.0,,230000000.0,229381000.0,2019-07-02,2025-07-02,,,9.0,1,2019-07-23,,SZ,2020-01-08,2025-07-01,9.55,9.42,
300,113539.SH,浙江圣达生物药业股份有限公司公开发行可转换公司债券,圣达转债,191539,603079.SH,圣达生物,6.0,100.0,,299140000.0,0.0,2019-07-03,2025-07-03,,,12.5,1,2019-07-26,2020-03-11,SH,2020-01-09,2025-07-02,28.78,28.78,
301,113540.SH,南威软件股份有限公司公开发行可转换公司债券,南威转债,191540,603636.SH,南威软件,6.0,100.0,,660000000.0,0.0,2019-07-15,2025-07-15,,,9.0,1,2019-08-05,2020-03-25,SH,2020-01-20,2025-07-14,10.13,10.13,
302,113541.SH,浙江荣晟环保纸业股份有限公司公开发行可转换公司债券,荣晟转债,191541,603165.SH,荣晟环保,6.0,100.0,,330000000.0,0.0,2019-07-23,2025-07-23,,,8.0,1,2019-08-13,2022-06-28,SH,2020-02-03,2025-07-22,18.72,10.49,
303,113542.SH,广州好莱客创意家居股份有限公司公开发行可转换公司债券,好客转债,191542,603898.SH,好莱客,6.0,100.0,,630000000.0,602621003.04,2019-08-01,2025-08-01,,,8.0,1,2019-08-23,,SH,2020-02-12,2025-07-31,16.62,16.08,
304,113543.SH,欧派家居集团股份有限公司可转换公司债券,欧派转债,191543,603833.SH,欧派家居,6.0,100.0,,1495000000.0,0.0,2019-08-16,2025-08-16,,,8.0,1,2019-09-04,2021-07-12,SH,2020-02-24,2025-08-15,101.46,70.49,
305,123029.SZ,山东英科医疗用品股份有限公司创业板公开发行可转换公司债券,英科转债,,300677.SZ,英科医疗,6.0,100.0,,470000000.0,2367200.0,2019-08-16,2025-08-16,,,24.0,1,2019-09-10,2021-06-28,SZ,2020-02-24,2025-08-15,16.25,4.0,
306,128071.SZ,厦门合兴包装印刷股份有限公司公开发行可转换公司债券,合兴转债,,002228.SZ,合兴包装,6.0,100.0,,595750000.0,299933600.0,2019-08-16,2025-08-16,,,8.0,1,2019-09-16,,SZ,2020-02-24,2025-08-15,4.38,4.04,
307,128072.SZ,广东翔鹭钨业股份有限公司公开发行可转换公司债券,翔鹭转债,,002842.SZ,翔鹭钨业,6.0,100.0,,301920000.0,301732000.0,2019-08-20,2025-08-20,,,7.5,1,2019-09-16,,SZ,2020-02-26,2025-08-19,15.36,15.09,
308,123030.SZ,哈尔滨九洲电气股份有限公司创业板公开发行可转换公司债券,九洲转债,,300040.SZ,九洲集团,6.0,100.0,,308000000.0,0.0,2019-08-20,2025-08-20,,,12.0,1,2019-09-12,2021-09-27,SZ,2020-02-27,2025-08-19,5.7,4.0,
309,128073.SZ,浙江哈尔斯真空器皿股份有限公司可转换公司债券,哈尔转债,,002615.SZ,哈尔斯,5.0,100.0,,300000000.0,0.0,2019-08-22,2024-08-22,,,9.5,1,2019-09-11,2022-11-10,SZ,2020-02-28,2024-08-21,5.8,5.55,
310,123031.SZ,苏州晶瑞化学股份有限公司可转换公司债券,晶瑞转债,,300655.SZ,晶瑞电材,6.0,100.0,,185000000.0,52908900.0,2019-08-29,2025-08-29,,,9.0,1,2019-09-26,,SZ,2020-03-05,2025-08-28,18.38,6.25,
311,113544.SH,桃李面包股份有限公司公开发行可转换公司债券,桃李转债,191544,603866.SH,桃李面包,6.0,100.0,,1000000000.0,0.0,2019-09-20,2025-09-20,,,8.0,1,2019-10-15,2020-09-18,SH,2020-03-26,2025-09-19,47.54,46.54,
312,128074.SZ,游族网络股份有限公司可转换公司债券,游族转债,,002174.SZ,游族网络,6.0,100.0,,1150000000.0,682481600.0,2019-09-23,2025-09-23,,,13.0,1,2019-10-21,,SZ,2020-03-27,2025-09-22,17.06,16.97,
313,128075.SZ,许昌远东传动轴股份有限公司公开发行可转换公司债券,远东转债,,002406.SZ,远东传动,6.0,100.0,,893700000.0,543741100.0,2019-09-23,2025-09-23,,,8.0,1,2019-10-31,,SZ,2020-03-27,2025-09-22,5.79,5.21,
314,123032.SZ,广东万里马实业股份有限公司公开发行可转换公司债券,万里转债,,300591.SZ,万里马,6.0,100.0,,180290000.0,0.0,2019-10-11,2025-10-11,,,18.0,1,2019-10-31,2020-12-09,SZ,2020-04-17,2025-10-10,6.92,6.89,
315,113545.SH,金能科技股份有限公司公开发行A股可转换公司债券,金能转债,191545,603113.SH,金能科技,6.0,100.0,,1500000000.0,986516000.64,2019-10-14,2025-10-14,,,8.0,1,2019-11-07,,SH,2020-04-20,2025-10-13,11.55,10.08,
316,128076.SZ,金轮蓝海股份有限公司可转换公司债券,金轮转债,,002722.SZ,物产金轮,6.0,100.0,,214000000.0,213696200.0,2019-10-14,2025-10-14,,,8.0,1,2019-11-08,,SZ,2020-04-20,2025-10-13,14.96,14.51,
317,128077.SZ,华夏航空股份有限公司公开发行可转换公司债券,华夏转债,,002928.SZ,华夏航空,6.0,100.0,,790000000.0,0.0,2019-10-16,2025-10-16,,,12.0,1,2019-11-07,2020-08-06,SZ,2020-04-22,2025-10-15,10.52,6.96,
318,128079.SZ,广东英联包装股份有限公司可转换公司债券,英联转债,,002846.SZ,英联股份,6.0,100.0,,214000000.0,151630200.0,2019-10-21,2025-10-21,,,9.3,1,2019-11-21,,SZ,2020-04-27,2025-10-20,13.54,8.29,
319,128078.SZ,太极计算机股份有限公司公开发行可转换公司债券,太极转债,,002368.SZ,太极股份,6.0,100.0,,1000000000.0,694868400.0,2019-10-21,2025-10-21,,,10.0,1,2019-11-08,,SZ,2020-04-27,2025-10-20,31.61,22.02,
320,113546.SH,浙江迪贝电气股份有限公司可转换公司债券,迪贝转债,191546,603320.SH,迪贝电气,6.0,100.0,,229930000.0,229631000.0,2019-10-23,2025-10-23,,,12.0,1,2019-11-21,,SH,2020-04-29,2025-10-22,18.45,13.8,
321,113547.SH,索通发展股份有限公司公开发行可转换公司债券,索发转债,191547,603612.SH,索通发展,6.0,100.0,,945000000.0,0.0,2019-10-24,2025-10-24,,,10.5,1,2019-11-22,2020-09-16,SH,2020-04-30,2025-10-23,10.67,10.52,
322,127014.SZ,北方国际合作股份有限公司公开发行可转换公司债券,北方转债,,000065.SZ,北方国际,6.0,100.0,,578210000.0,534392600.0,2019-10-24,2025-10-24,,,8.0,1,2019-11-21,,SZ,2020-04-30,2025-10-23,8.84,7.8,
323,110059.SH,上海浦东发展银行股份有限公司公开发行可转换公司债券,浦发转债,190059,600000.SH,浦发银行,6.0,100.0,,50000000000.0,49998616013.16,2019-10-28,2025-10-28,,,6.0,1,2019-11-15,,SH,2020-05-06,2025-10-27,15.05,13.56,
324,110060.SH,西藏天路股份有限公司可转换公司债券,天路转债,190060,600326.SH,西藏天路,6.0,100.0,,1086990000.0,706250002.72,2019-10-28,2025-10-28,,,8.0,1,2019-11-28,,SH,2020-05-06,2025-10-27,7.24,5.42,
325,113548.SH,江苏太平洋石英股份有限公司可转换公司债券,石英转债,191548,603688.SH,石英股份,6.0,100.0,,360000000.0,0.0,2019-10-28,2025-10-28,,,14.5,1,2019-11-22,2022-08-15,SH,2020-05-06,2025-10-27,15.25,14.69,
326,123033.SZ,江西金力永磁科技股份有限公司公开发行可转换公司债券,金力转债,,300748.SZ,金力永磁,6.0,100.0,,435000000.0,0.0,2019-11-01,2025-11-01,,,10.0,1,2019-11-25,2021-09-08,SZ,2020-05-07,2025-10-31,41.2,25.3,
327,123034.SZ,江苏通光电子线缆股份有限公司可转换公司债券,通光转债,,300265.SZ,通光线缆,6.0,100.0,,297000000.0,77826100.0,2019-11-04,2025-11-04,,,10.5,1,2019-11-28,,SZ,2020-05-08,2025-11-03,7.98,7.93,
328,110061.SH,四川川投能源股份有限公司公开发行可转换公司债券,川投转债,190061,600674.SH,川投能源,6.0,100.0,,4000000000.0,3482017006.4,2019-11-11,2025-11-11,,,4.0,1,2019-12-02,,SH,2020-05-15,2025-11-10,9.92,8.8,
329,123035.SZ,利亚德光电股份有限公司创业板公开发行可转换公司债券,利德转债,,300296.SZ,利亚德,6.0,100.0,,800000000.0,798755300.0,2019-11-14,2025-11-14,,,8.0,1,2019-12-09,,SZ,2020-05-20,2025-11-13,7.04,6.91,
330,113549.SH,广州白云电器设备股份有限公司公开发行可转换公司债券,白电转债,191549,603861.SH,白云电器,6.0,100.0,,880000000.0,804665003.88,2019-11-15,2025-11-15,,,8.0,1,2019-12-11,,SH,2020-05-21,2025-11-14,8.99,9.02,
331,113550.SH,常熟市汽车饰件股份有限公司可转换公司债券,常汽转债,191550,603035.SH,常熟汽饰,6.0,100.0,,992420000.0,0.0,2019-11-18,2025-11-18,,,12.0,1,2019-12-12,2022-04-19,SH,2020-05-22,2025-11-17,9.93,9.33,
332,113551.SH,杭州福斯特应用材料股份有限公司公开发行可转换公司债券,福特转债,191551,603806.SH,福斯特,6.0,100.0,,1100000000.0,0.0,2019-11-18,2025-11-18,,,8.0,1,2019-12-11,2020-07-16,SH,2020-05-22,2025-11-17,41.04,28.92,
333,128080.SZ,顺丰控股股份有限公司公开发行可转换公司债券,顺丰转债,,002352.SZ,顺丰控股,6.0,100.0,,5800000000.0,0.0,2019-11-18,2025-11-18,,,4.0,1,2019-12-09,2020-08-12,SZ,2020-05-22,2025-11-17,40.41,40.15,
334,128081.SZ,浙江海亮股份有限公司公开发行可转换公司债券,海亮转债,,002203.SZ,海亮股份,6.0,100.0,,3150000000.0,2836465300.0,2019-11-21,2025-11-21,,,8.0,1,2019-12-16,,SZ,2020-05-27,2025-11-20,9.83,9.62,
335,113552.SH,上海克来机电自动化工程股份有限公司公开发行可转换公司债券,克来转债,191552,603960.SH,克来机电,6.0,100.0,,180000000.0,0.0,2019-12-02,2025-12-02,,,9.5,1,2019-12-19,2020-08-07,SH,2020-06-08,2025-12-01,27.86,19.78,
336,110062.SH,烽火通信科技股份有限公司公开发行可转换公司债券,烽火转债,190062,600498.SH,烽火通信,6.0,100.0,,3088350000.0,3087621000.0,2019-12-02,2025-12-02,,,4.0,1,2019-12-25,,SH,2020-06-08,2025-12-01,25.99,22.77,
337,128082.SZ,广东华锋新能源科技股份有限公司公开发行可转换公司债券,华锋转债,,002806.SZ,华锋股份,6.0,100.0,,352400000.0,202415200.0,2019-12-04,2025-12-04,,,12.2,1,2020-01-06,,SZ,2020-06-10,2025-12-03,13.17,9.13,
338,124001.SZ,广东新劲刚新材料科技股份有限公司定向可转换公司债券,劲刚定转,,300629.SZ,新劲刚,6.0,100.0,,65000000.0,0.0,2019-12-03,2025-12-03,,,,1,,,SZ,2020-12-03,2025-12-02,15.29,15.38,
339,123036.SZ,无锡先导智能装备股份有限公司公开发行可转换公司债券,先导转债,,300450.SZ,先导智能,6.0,100.0,,1000000000.0,0.0,2019-12-11,2025-12-11,,,8.0,1,2020-01-10,2020-12-18,SZ,2020-06-17,2025-12-10,39.15,38.97,
340,128083.SZ,山东新北洋信息技术股份有限公司公开发行可转换公司债券,新北转债,,002376.SZ,新北洋,6.0,100.0,,877000000.0,876807200.0,2019-12-12,2025-12-12,,,8.0,1,2019-12-31,,SZ,2020-06-18,2025-12-11,11.9,6.65,
341,113553.SH,厦门金牌厨柜股份有限公司公开发行可转换公司债券,金牌转债,191553,603180.SH,金牌厨柜,6.0,100.0,,392000000.0,0.0,2019-12-13,2025-12-13,,,14.5,1,2020-01-07,2020-12-04,SH,2020-06-19,2025-12-12,62.69,44.14,
342,110063.SH,山鹰国际控股股份公司2019年公开发行可转换公司债券,鹰19转债,190063,600567.SH,山鹰国际,6.0,100.0,,1860000000.0,1844461000.0,2019-12-13,2025-12-13,,,8.5,1,2020-01-03,,SH,2020-06-19,2025-12-12,3.3,2.4,
343,113029.SH,明阳智慧能源集团股份公司公开发行可转换公司债券,明阳转债,191029,601615.SH,明阳智能,6.0,100.0,,1700000000.0,0.0,2019-12-16,2025-12-16,,,6.0,1,2020-01-07,2021-03-19,SH,2020-06-22,2025-12-15,12.66,12.8,
344,128084.SZ,木林森股份有限公司公开发行可转换公司债券,木森转债,,002745.SZ,木林森,6.0,100.0,,2660020000.0,0.0,2019-12-16,2025-12-16,,,10.0,1,2020-01-10,2020-09-22,SZ,2020-06-22,2025-12-15,12.95,12.8,
345,113554.SH,仙鹤股份有限公司公开发行可转换公司债券,仙鹤转债,191554,603733.SH,仙鹤股份,6.0,100.0,,1250000000.0,0.0,2019-12-16,2025-12-16,,,10.5,1,2020-01-10,2020-09-11,SH,2020-06-22,2025-12-15,13.67,13.27,
346,128085.SZ,鸿达兴业股份有限公司公开发行可转换公司债券,鸿达转债,,002002.SZ,鸿达兴业,6.0,100.0,,2426780000.0,337155700.0,2019-12-16,2025-12-16,,,13.0,1,2020-01-08,,SZ,2020-06-22,2025-12-15,3.98,3.91,
347,128086.SZ,国轩高科股份有限公司公开发行可转换公司债券,国轩转债,,002074.SZ,国轩高科,6.0,100.0,,1850000000.0,0.0,2019-12-17,2025-12-17,,,8.0,1,2020-01-10,2020-09-07,SZ,2020-06-23,2025-12-16,12.21,12.19,
348,128087.SZ,孚日集团股份有限公司公开发行可转换公司债券,孚日转债,,002083.SZ,孚日股份,6.0,100.0,,650000000.0,644507400.0,2019-12-17,2025-12-17,,,6.0,1,2020-01-16,,SZ,2020-06-23,2025-12-16,6.39,4.16,
349,113557.SH,森特士兴集团股份有限公司公开发行可转换公司债券,森特转债,191557,603098.SH,森特股份,6.0,100.0,,600000000.0,0.0,2019-12-19,2025-12-19,,,12.0,1,2020-01-10,2021-04-30,SH,2020-06-29,2025-12-18,10.26,10.11,
350,113555.SH,振德医疗用品股份有限公司公开发行可转换公司债券,振德转债,191555,603301.SH,振德医疗,6.0,100.0,,440000000.0,0.0,2019-12-19,2025-12-19,,,15.0,1,2020-01-14,2020-12-04,SH,2020-06-29,2025-12-18,20.04,14.01,
351,123037.SZ,昆山新莱洁净应用材料股份有限公司创业板公开发行可转换公司债券,新莱转债,,300260.SZ,新莱应材,6.0,100.0,,280000000.0,0.0,2019-12-19,2025-12-19,,,9.4,1,2020-01-22,2020-09-21,SZ,2020-06-29,2025-12-18,11.18,11.08,
352,113556.SH,上海至纯洁净系统科技股份有限公司公开发行可转换公司债券,至纯转债,191556,603690.SH,至纯科技,6.0,100.0,,356000000.0,0.0,2019-12-20,2025-12-20,,,17.0,1,2020-01-09,2021-01-26,SH,2020-06-29,2025-12-19,29.47,29.28,
353,110064.SH,重庆建工集团股份有限公司可转换公司债券,建工转债,190064,600939.SH,重庆建工,6.0,100.0,,1660000000.0,1264572000.0,2019-12-20,2025-12-20,,,9.4,1,2020-01-16,,SH,2020-06-29,2025-12-19,4.65,4.49,
354,113558.SH,日月重工股份有限公司公开发行可转换公司债券,日月转债,191558,603218.SH,日月股份,6.0,100.0,,1200000000.0,0.0,2019-12-23,2025-12-23,,,8.0,1,2020-01-14,2020-08-19,SH,2020-06-29,2025-12-22,19.68,13.84,
355,110065.SH,淮北矿业控股股份有限公司公开发行可转换公司债券,淮矿转债,190065,600985.SH,淮北矿业,6.0,100.0,,2757400000.0,0.0,2019-12-23,2025-12-23,,,4.0,1,2020-01-13,2021-07-02,SH,2020-06-29,2025-12-22,9.93,8.68,
356,113559.SH,杭州永创智能设备股份有限公司2019年可转换公司债券,永创转债,191559,603901.SH,永创智能,6.0,100.0,,512170000.0,0.0,2019-12-23,2025-12-23,,,9.0,1,2020-01-10,2021-06-28,SH,2020-06-29,2025-12-22,10.39,10.32,
357,113030.SH,汕头东风印刷股份有限公司可转换公司债券,东风转债,191030,601515.SH,东风股份,6.0,100.0,,295330000.0,294850000.0,2019-12-24,2025-12-24,,,10.0,1,2020-01-20,,SH,2020-06-30,2025-12-23,6.9,4.96,
358,128088.SZ,深南电路股份有限公司公开发行可转换公司债券,深南转债,,002916.SZ,深南电路,6.0,100.0,,1520000000.0,0.0,2019-12-24,2025-12-24,,,8.0,1,2020-01-16,2020-09-11,SZ,2020-06-30,2025-12-23,149.25,105.79,
359,123038.SZ,深圳市联得自动化装备股份有限公司公开发行可转换公司债券,联得转债,,300545.SZ,联得装备,6.0,100.0,,200000000.0,147259800.0,2019-12-25,2025-12-25,,,10.3,1,2020-01-22,,SZ,2020-07-01,2025-12-24,25.39,24.06,
360,123039.SZ,安徽开润股份有限公司创业板公开发行可转换公司债券,开润转债,,300577.SZ,开润股份,6.0,100.0,,223000000.0,221671100.0,2019-12-26,2025-12-26,,,12.2,1,2020-01-23,,SZ,2020-07-02,2025-12-25,33.34,29.82,
361,128089.SZ,深圳麦格米特电气股份有限公司公开发行可转换公司债券,麦米转债,,002851.SZ,麦格米特,6.0,100.0,,655000000.0,0.0,2019-12-26,2025-12-26,,,6.0,1,2020-01-21,2020-09-10,SZ,2020-07-02,2025-12-25,20.31,20.15,
362,128090.SZ,天津汽车模具股份有限公司公开发行可转换公司债券,汽模转2,,002510.SZ,天汽模,6.0,100.0,,471000000.0,309869000.0,2019-12-27,2025-12-27,,,8.0,1,2020-01-23,,SZ,2020-07-03,2025-12-26,4.19,4.23,
363,110800.SH,苏州赛腾精密电子股份有限公司定向可转换公司债券,赛腾定转,190800,603283.SH,赛腾股份,3.0,100.0,,126000000.0,0.0,2019-12-24,2022-12-24,,,,0,2020-12-24,2021-05-31,SH,2020-12-24,2022-12-23,18.99,18.25,
364,128092.SZ,唐人神集团股份有限公司公开发行可转换公司债券,唐人转债,,002567.SZ,唐人神,6.0,100.0,,1242800000.0,0.0,2019-12-30,2025-12-30,,,8.0,1,2020-01-22,2020-10-20,SZ,2020-07-06,2025-12-29,8.86,8.63,
365,128091.SZ,贵阳新天药业股份有限公司公开发行可转换公司债券,新天转债,,002873.SZ,新天药业,6.0,100.0,,177300000.0,152626300.0,2019-12-30,2025-12-30,,,10.2,1,2020-01-17,,SZ,2020-07-06,2025-12-29,16.49,8.21,
366,124002.SZ,上海华铭智能终端设备股份有限公司定向可转换公司债券,华铭定转,,300462.SZ,华铭智能,6.0,100.0,,100000000.0,100000000.0,2019-12-24,2025-12-24,,,8.0,1,,,SZ,2020-12-24,2025-12-23,13.86,13.56,
367,113561.SH,浙江正裕工业股份有限公司可转换公司债券,正裕转债,191561,603089.SH,正裕工业,6.0,100.0,,290000000.0,149898000.0,2019-12-31,2025-12-31,,,9.5,1,2020-02-10,,SH,2020-07-07,2025-12-30,14.21,9.98,
368,113562.SH,上海璞泰来新能源科技股份有限公司公开发行可转换公司债券,璞泰转债,191562,603659.SH,璞泰来,5.0,100.0,,870000000.0,0.0,2020-01-02,2025-01-02,,,8.0,1,2020-02-04,2020-12-21,SH,2020-07-08,2024-12-31,83.18,83.54,
369,128093.SZ,江苏百川高科新材料股份有限公司公开发行可转换公司债券,百川转债,,002455.SZ,百川股份,6.0,100.0,,520000000.0,0.0,2020-01-03,2026-01-03,,,16.0,1,2020-01-21,2022-03-10,SZ,2020-07-09,2026-01-02,6.0,5.77,
370,123040.SZ,乐普(北京)医疗器械股份有限公司公开发行可转换公司债券,乐普转债,,300003.SZ,乐普医疗,5.0,100.0,,750000000.0,0.0,2020-01-03,2025-01-03,,,6.0,1,2020-01-23,2020-08-31,SZ,2020-07-09,2025-01-02,32.39,32.19,
371,127015.SZ,新希望六和股份有限公司公开发行A股可转换公司债券,希望转债,,000876.SZ,新希望,6.0,100.0,,4000000000.0,949487600.0,2020-01-03,2026-01-03,,,4.0,1,2020-02-04,,SZ,2020-07-09,2026-01-02,19.78,19.66,
372,113031.SH,宁波博威合金材料股份有限公司公开发行可转换公司债券,博威转债,191031,601137.SH,博威合金,5.0,100.0,,1200000000.0,0.0,2020-01-10,2025-01-10,,,6.2,1,2020-02-17,2020-08-31,SH,2020-07-16,2025-01-09,11.49,11.29,
373,123041.SZ,东方财富信息股份有限公司创业板公开发行可转换公司债券,东财转2,,300059.SZ,东方财富,6.0,100.0,,7300000000.0,0.0,2020-01-13,2026-01-13,,,5.0,1,2020-02-14,2020-09-07,SZ,2020-07-17,2026-01-12,15.78,13.13,
374,123042.SZ,佛山市金银河智能装备股份有限公司可转换公司债券,银河转债,,300619.SZ,金银河,6.0,100.0,,166660000.0,0.0,2020-01-14,2026-01-14,,,7.5,1,2020-02-14,2022-03-07,SZ,2020-07-20,2026-01-13,24.46,23.59,
375,124003.SZ,北京必创科技股份有限公司定向可转换公司债券,必创定转,,300667.SZ,必创科技,3.0,100.0,,31000000.0,0.0,2020-01-08,2023-01-08,,,9.99,1,,,SZ,2021-01-08,2023-01-07,22.95,15.09,
376,128094.SZ,杭州星帅尔电器股份有限公司可转换公司债券,星帅转债,,002860.SZ,星帅尔,6.0,100.0,,280000000.0,0.0,2020-01-16,2026-01-16,,,12.4,1,2020-02-19,2022-03-07,SZ,2020-07-22,2026-01-15,23.92,13.8,
377,113563.SH,广西柳州医药股份有限公司公开发行可转换公司债券,柳药转债,191563,603368.SH,柳药集团,6.0,100.0,,802200000.0,801901000.0,2020-01-16,2026-01-16,,,6.0,1,2020-02-24,,SH,2020-07-22,2026-01-15,34.94,23.39,
378,124004.SZ,惠州中京电子科技股份有限公司定向发行可转换公司债券,中京定转,,002579.SZ,中京电子,6.0,100.0,,27000000.0,0.0,2020-01-20,2026-01-20,,,,1,2022-08-29,2022-09-21,SZ,2021-01-20,2026-01-19,10.07,8.1,
379,128096.SZ,奥瑞金科技股份有限公司公开发行可转换公司债券,奥瑞转债,,002701.SZ,奥瑞金,6.0,100.0,,1086800000.0,0.0,2020-02-11,2026-02-11,,,7.7,1,2020-03-16,2022-03-09,SZ,2020-08-17,2026-02-10,4.7,4.5,
380,128095.SZ,云南恩捷新材料股份有限公司公开发行可转换公司债券,恩捷转债,,002812.SZ,恩捷股份,6.0,100.0,,1600000000.0,453760200.0,2020-02-11,2026-02-11,,,8.0,1,2020-02-28,,SZ,2020-08-17,2026-02-10,64.61,64.62,
